AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc, rawrap
321718,333.0271,37.333889,0,0,0,5942,0,0,0,0,0,0,0,5942,-26.9729
321719,333.047943,41.426666,0,0,0,14025,0,0,0,0,0,0,0,14025,-26.952057
321411,333.080017,31.891111,0.2,0.1,18,0,0.86,2.1,4790,169,24,7.1,75,4790,-26.919983
11949,333.095001,39.278889,1.1,0.2,14.8,5804,0,0,0,0,0,0,0,5804,-26.904999
322767,333.107086,32.543331,0.5,0.3,17,0,1.39,2.5,12329,221,7,8.2,75,12329,-26.892914
320079,333.108368,27.208612,0.9,0.25,15.5,6321,0,0,0,0,0,0,0,6321,-26.891632
321720,333.11792,38.935833,0,0,0,7436,0,0,0,0,0,0,0,7436,-26.88208
321721,333.125854,40.307777,0,0,0,14136,0,0,0,0,0,0,0,14136,-26.874146
11951,333.126678,45.328056,2.1,0.7,14,1086,20.9,5.5,1087,202,7,23.5,56,1087,-26.873322
11950,333.130859,38.681946,1.3,0.9,14.3,6158,0,0,0,0,0,0,0,6158,-26.869141
320661,333.169586,38.980556,0.56,0.33,0,6212,0,0,0,0,0,0,0,6212,-26.830414
321722,333.237091,38.689724,0,0,0,5699,0,0,0,0,0,0,0,5699,-26.762909
321203,333.263336,28.072224,0.3,0.25,18,0,1.08,2.2,983,62,3,14.2,75,983,-26.736664
321204,333.275848,25.915556,0.25,0.2,17,0,1.18,2.4,12652,133,24,9.4,75,12652,-26.724152
320662,333.31958,47.591942,0.67,0.33,0,4504,0,0,0,0,0,0,0,4504,-26.68042
320663,333.337494,49.827499,0,0,0,5547,0,0,0,0,0,0,0,5547,-26.662506
320612,333.337921,38.831112,0.85,0.25,15.4,6305,0,0,0,0,0,0,0,6305,-26.662079
320664,333.362946,50.505554,0,0,0,8473,0,0,0,0,0,0,0,8473,-26.637054
321724,333.363342,37.183613,0,0,0,5480,0,0,0,0,0,0,0,5480,-26.636658
320829,333.373352,45.489166,0.3,0,0,1098,0,0,0,0,0,0,0,1098,-26.626648
321725,333.408325,42.139446,0,0,0,14245,0,0,0,0,0,0,0,14245,-26.591675
322671,333.408752,35.701111,0.5,0.3,17.1,0,0.9,1.7,5397,100,3,11.9,75,5397,-26.591248
322503,333.423767,23.978334,0.3,0.12,18,0,0,0,6800,0,0,0,78,6800,-26.576233
321726,333.437531,49.180836,0,0,0,10445,0,0,0,0,0,0,0,10445,-26.562469
321727,333.440002,49.736668,0,0,0,13299,0,0,0,0,0,0,0,13299,-26.559998
320089,333.445831,37.031666,0.55,0.45,15,6327,0,0,0,0,0,0,0,6327,-26.554169
11955,333.453339,39.236111,1.2,0.6,14.7,5340,7,3.9,5357,103,7,16.6,63,5357,-26.546661
321307,333.519562,25.68111,0.2,0.1,18,0,1.11,2,1152,60,5,15.6,75,1152,-26.480438
321728,333.535431,36.854164,0,0,0,6034,0,0,0,0,0,0,0,6034,-26.464569
321729,333.552917,31.892221,0,0,0,11848,0,0,0,0,0,0,0,11848,-26.447083
11959,333.563354,48.416111,1,0.8,17,4445,3.63,0,4459,180,15,0,19,4459,-26.436646
321468,333.65625,28.864723,0,0,0,0,1.14,2.2,4437,108,3,11,75,4437,-26.34375
320099,333.660004,32.955002,0.7,0.25,15.6,8558,0,0,0,0,0,0,0,8558,-26.339996
320100,333.660858,32.661945,0.65,0.2,15.7,6538,0,0,0,0,0,0,0,6538,-26.339142
321412,333.671661,31.936666,0.5,0.1,16.5,0,1.21,2.2,6610,200,8,8.6,75,6610,-26.328339
11961,333.692932,42.181389,1.6,0.2,15.7,4151,4.9,0,4204,441,19,6.3,36,4204,-26.307068
321205,333.73291,26.957779,0.5,0.2,18,0,1.14,2.3,4367,105,17,10.7,75,4367,-26.26709
320106,333.73291,31.774445,0.55,0.25,15.5,11826,2.48,2.1,11814,398,23,13.3,75,11814,-26.26709
320108,333.756226,35.888615,0.65,0.25,15.6,7200,0,0,0,0,0,0,0,7200,-26.243774
322485,333.756226,35.302223,0.7,0.5,18,0,1.12,2.3,852,32,2,18.5,75,852,-26.243774
11963,333.760834,37.299999,1,0.2,15,6528,0,0,0,0,0,0,0,6528,-26.239166
322768,333.79248,33.358887,0.5,0.35,17.2,0,0.95,2.7,6232,134,16,6.7,75,6232,-26.20752
321413,333.798767,30.518055,0.2,0.2,18,0,0.85,2.1,16886,187,33,6.5,75,16886,-26.201233
321732,333.798767,37.233055,0,0,0,6094,0,0,0,0,0,0,0,6094,-26.201233
321733,333.827087,37.009998,0,0,0,6384,0,0,0,0,0,0,0,6384,-26.172913
320110,333.82959,37.301388,0.9,0.3,15.3,5153,0,0,0,0,0,0,0,5153,-26.17041
320111,333.846252,37.282501,0.5,0.5,15.6,5984,0,0,0,0,0,0,0,5984,-26.153748
322769,333.877075,33.266666,0.4,0.3,17.5,0,0.94,2.3,5005,125,11,8.3,75,5005,-26.122925
321734,333.88916,38.00528,0,0,0,5531,0,0,0,0,0,0,0,5531,-26.11084
11967,333.893341,33.628887,1.2,0.2,15.5,5021,5.84,2.5,5035,259,12,32.6,75,5035,-26.106659
321735,333.894989,37.185001,0,0,0,5245,0,0,0,0,0,0,0,5245,-26.105011
11969,333.914581,37.298054,2.3,1.7,14.6,5684,0,0,0,0,0,0,0,5684,-26.085419
321736,333.931244,37.242779,0,0,0,5586,0,0,0,0,0,0,0,5586,-26.068756
322214,333.95166,33.976112,0.9,0.8,18,0,2.43,2.4,4999,100,3,22.6,75,4999,-26.04834
322672,333.980438,35.958889,0.3,0.25,17.5,0,1.26,1.8,5500,157,14,12.7,75,5500,-26.019562
321308,333.987915,23.905832,0.3,0.1,18,6645,0.94,2.2,6640,110,6,9.1,75,6640,-26.012085
322988,334.003754,28.433611,0.25,0.18,18,0,0,0,6500,0,0,0,78,6500,-25.996246
320115,334.034576,22.934166,0.3,0.18,16.5,3885,2.35,2.4,3865,166,7,16.8,75,3865,-25.965424
321309,334.036682,25.304998,0.2,0.2,15.5,0,0.85,1.9,5189,157,18,8.1,75,5189,-25.963318
321469,334.040436,28.268888,0,0,0,0,0.78,2,6417,96,46,9.1,75,6417,-25.959564
321470,334.048309,28.788055,0.6,0.4,17.2,0,1.44,2.2,4456,148,5,12.1,75,4456,-25.951691
320116,334.048737,27.905556,0.9,0.4,15.7,7089,4.89,2.3,7088,286,5,28,75,7088,-25.951263
321737,334.048737,43.552223,0,0,0,5359,0,0,0,0,0,0,0,5359,-25.951263
321738,334.049591,37.474445,0,0,0,5402,0,0,0,0,0,0,0,5402,-25.950409
322057,334.052917,24.125555,0.4,0.3,17.2,0,0.69,1.5,7130,96,14,10.1,78,7130,-25.947083
321739,334.08252,37.663055,0.5,0.3,16.2,5823,0,0,0,0,0,0,0,5823,-25.91748
320119,334.093323,37.178059,0.9,0.3,15.6,5876,0,0,0,0,0,0,0,5876,-25.906677
321471,334.127899,29.067223,0.5,0.45,18,0,1.01,2.1,6540,90,3,11.4,75,6540,-25.872101
320120,334.128357,36.458611,0.55,0.5,15.6,5895,1.65,2.2,5927,304,44,4.4,52,5927,-25.871643
321742,334.169159,36.521389,0.56,0.28,15.8,5814,0,0,0,0,0,0,0,5814,-25.830841
322673,334.20459,35.613052,0.3,0.22,17.5,0,0.73,1.8,6045,107,4,9,75,6045,-25.79541
11973,334.209991,41.502224,3.3,0.9,13.5,4148,19.69,3.5,4215,499,5,18.8,63,4215,-25.790009
11972,334.219574,40.504444,1.8,0.9,13.6,4337,0,0,0,0,0,0,0,4337,-25.780426
320670,334.280396,48.616943,0,0,0,10620,0,0,0,0,0,0,0,10620,-25.719604
320614,334.290405,41.10083,0.33,0.22,15,4585,0,0,0,0,0,0,0,4585,-25.709595
320128,334.304565,25.213057,0.8,0.45,15.7,12660,2.72,2.1,12654,412,15,14,75,12654,-25.695435
11974,334.315826,33.503334,1.2,1,14.7,6386,4.03,3.3,6392,350,7,14.5,75,6392,-25.684174
11975,334.332062,35.57111,1.6,1.2,15.2,6287,6.86,2,6321,261,11,46.3,75,6321,-25.667938
321321,334.334167,25.7075,0.35,0.3,17.4,0,1,2.3,12078,39,7,15,75,12078,-25.665833
321745,334.35498,46.812222,0,0,0,15540,0,0,0,0,0,0,0,15540,-25.64502
320671,334.36499,46.199722,0,0,0,16925,0,0,0,0,0,0,0,16925,-25.63501
11977,334.38916,33.255833,1.2,0.9,16.5,0,2.61,2.3,11290,298,8,14.4,75,11290,-25.61084
320672,334.398346,49.236111,0,0,0,10747,0,0,0,0,0,0,0,10747,-25.601654
11976,334.401245,28.95389,1.1,0.2,16.5,6472,2.81,2.1,6469,248,3,18.6,75,6469,-25.598755
11978,334.41626,28.281111,1.3,1.3,15.7,6516,2.48,2.1,6520,132,3,22.4,75,6520,-25.58374
320136,334.436249,27.62389,0.55,0.25,15.4,6498,0.95,2.2,6553,296,26,5.7,75,6553,-25.563751
321746,334.464996,40.314167,0,0,0,14252,0,0,0,0,0,0,0,14252,-25.535004
320139,334.525391,25.098333,0.1,0.1,16,0,0.73,2.1,7049,78,12,8.8,75,7049,-25.474609
11979,334.539154,45.707222,2,2,17,5734,7.25,8.2,5732,52,16,15.8,56,5732,-25.460846
322770,334.560425,33.411667,0.5,0.4,17,0,1.94,3.4,11286,130,31,11.2,75,11286,-25.439575
11980,334.574585,40.562222,1.3,0.6,13.1,1163,6.23,0,1170,139,0,24.6,47,1170,-25.425415
321217,334.585815,27.872778,0.3,0.1,18,0,2.24,2.2,3572,148,3,19,75,3572,-25.414185
11981,334.632904,29.243612,1.6,1.3,15.4,6412,4.25,2.4,6412,120,2,36.2,75,6412,-25.367096
321747,334.680847,35.933334,0,0,0,16726,0,0,0,0,0,0,0,16726,-25.319153
321472,334.688721,28.966667,0.5,0.3,16.5,0,3.21,2.3,9049,244,12,20.4,75,9049,-25.311279
323025,334.695007,23.76,0.25,0.18,18,0,0,0,11700,0,0,0,78,11700,-25.304993
321748,334.70166,25.129168,0,0,0,12648,0,0,0,0,0,0,0,12648,-25.29834
321945,334.712463,23.234446,0.4,0.18,17,0,1.08,2.5,12007,251,7,6,75,12007,-25.287537
321206,334.713348,26.702223,0.45,0.45,15.5,0,0.7,2.1,6630,62,3,9.3,75,6630,-25.286652
321207,334.714569,27.626389,0.3,0.2,19,0,1.11,2.4,3584,96,0,10.6,75,3584,-25.285431
321749,334.723328,44.966946,0,0,0,5615,0,0,0,0,0,0,0,5615,-25.276672
322989,334.765442,24.548889,0.25,0.2,18,0,0,0,7000,0,0,0,78,7000,-25.234558
11983,334.76709,33.328888,1,0.2,15.6,4902,2.52,2.5,4892,261,19,14.1,75,4892,-25.23291
320149,334.775848,24.598057,0.85,0.8,15.5,8290,1.03,2,8247,178,23,8.7,75,8247,-25.224152
320154,334.795013,45.234444,0,0,0,13502,0,0,0,0,0,0,0,13502,-25.204987
320153,334.795013,45.234444,0,0,0,13138,0,0,0,0,0,0,0,13138,-25.204987
322771,334.835846,33.355553,0.3,0.25,17.2,0,1.46,2.8,4693,131,3,10.1,75,4693,-25.164154
322772,334.844177,32.958611,0.5,0.35,16.8,0,1.17,2.1,4959,247,32,7.8,75,4959,-25.155823
11984,334.865021,29.395834,1.8,0.8,15.1,4718,10.49,3.6,4578,419,8,31.5,75,4578,-25.134979
321473,334.869171,28.79611,0,0,0,0,0.8,2.2,4478,77,9,9.4,75,4478,-25.130829
11985,334.876282,29.387777,1.7,0.7,15.1,4518,8.34,3.7,4494,256,3,31.4,75,4494,-25.123718
322773,334.878357,33.653889,0.8,0.35,17,0,1.09,2.5,4844,111,16,9.1,75,4844,-25.121643
11986,334.881287,41.239166,1.3,0.2,16.5,0,7.32,0,4192,283,11,0,19,4192,-25.118713
322674,334.897491,36.073055,0.25,0.2,17.8,0,0.63,1.9,5719,96,7,7.4,75,5719,-25.102509
320156,334.911255,35.523609,0.7,0.5,15.6,5744,1.3,2.1,5796,394,30,7,75,5796,-25.088745
321322,334.946686,25.692221,0.5,0.15,17,0,1.04,2,8110,145,24,9.8,75,8110,-25.053314
321502,334.952087,29.523056,0,0,0,0,0.61,3.2,4446,37,14,6.9,75,4446,-25.047913
321208,334.960846,26.39889,0.3,0.3,17,0,0.54,2.2,12422,25,3,11,75,12422,-25.039154
11988,335.005005,33.152225,1,0.7,17,6439,3.27,2.5,6447,219,5,20.2,75,6447,-24.994995
321414,335.022919,30.435555,0.5,0.45,15.8,0,1.84,2.7,11309,85,7,16.6,75,11309,-24.977081
321323,335.027496,25.605556,0.7,0.15,17,0,3.14,2.5,12482,357,14,14.8,75,12482,-24.972504
323100,335.052948,33.308887,0.3,0.25,18,0,0,0,6350,0,0,0,78,6350,-24.947052
321324,335.085846,24.388332,0.4,0.2,18,0,2.21,2.2,3971,147,22,18.2,75,3971,-24.914154
11991,335.095001,47.70528,2.1,1,14.4,5472,10.54,3.6,5473,394,6,13.2,68,5473,-24.904999
321325,335.099609,25.787777,0.95,0.2,17.9,0,1.2,2.1,11962,396,10,6.5,75,11962,-24.900391
11989,335.110413,32.924168,1,1,17,8704,1.12,2.8,8691,143,9,7.5,75,8691,-24.889587
11990,335.125427,35.97361,1,0.8,15.6,5834,0,0,0,0,0,0,0,5834,-24.874573
11993,335.164612,35.222221,1.2,0.1,16,5604,0,0,5600,0,0,0,78,5600,-24.835388
320162,335.172089,24.764444,0.5,0.2,16.5,0,1.08,2,12349,239,13,7.7,75,12349,-24.827911
321415,335.193756,30.510834,0.5,0.25,16,0,2.1,2.3,4658,160,4,16.4,75,4658,-24.806244
11994,335.221252,33.294724,2.5,0.3,15,4872,6.92,2.3,4883,425,4,31.8,75,4883,-24.778748
321326,335.225006,24.763889,0.4,0.2,17,0,1.46,2.3,5256,166,35,11,75,5256,-24.774994
11995,335.287506,36.590832,1.6,0.2,14.8,6014,0,0,0,0,0,0,0,6014,-24.712494
321416,335.306244,31.313334,0.6,0.3,17.3,0,2.05,2.4,6499,394,3,9.7,75,6499,-24.693756
322675,335.309601,35.515278,0.2,0.18,18.2,0,0.79,2.1,5956,138,6,7.2,75,5956,-24.690399
320164,335.321259,34.585556,0.6,0.45,15.5,6437,2.46,2.6,6430,266,46,12.8,75,6430,-24.678741
321209,335.337494,27.842501,0.6,0.4,17,0,1.48,2.4,12706,303,26,8,75,12706,-24.662506
321474,335.338318,28.231112,0,0,0,0,0.7,1.9,9071,51,3,11.2,75,9071,-24.661682
321475,335.356262,28.516111,0,0,0,0,1.87,2.4,4489,126,9,15.7,75,4489,-24.643738
11997,335.35791,45.488613,1,0.7,15.5,4740,0,0,0,0,0,0,0,4740,-24.64209
320942,335.370819,25.261944,0.9,0.2,16.3,12545,0,0,0,0,0,0,0,12545,-24.629181
320168,335.437927,36.349998,0.8,0.6,15.7,6168,0,1.6,6200,0,0,3.5,52,6168,-24.562073
321210,335.44043,28.031111,0.2,0.1,19,0,0.59,1.4,6934,107,3,12.9,78,6934,-24.55957
320166,335.448334,25.320278,1,0.3,15.7,0,1.02,0.7,12518,509,11,6.4,52,12518,-24.551666
11999,335.46167,42.951111,1,0.15,17,3298,0,0,3298,0,0,0,66,3298,-24.53833
322510,335.490845,28.022223,0.4,0.08,18,0,0,0,9100,0,0,0,78,9100,-24.509155
322676,335.492065,34.183334,0,0,0,0,1.88,2.7,13964,180,62,11.4,75,13964,-24.507935
320169,335.51001,35.661667,1,0.15,15.5,5024,0,0,0,0,0,0,0,5024,-24.48999
322677,335.533325,35.713333,0.7,0.25,17,0,1.06,1.7,4909,270,23,8.3,75,4909,-24.466675
12002,335.535431,41.329445,1,0.9,15.7,9507,0,0,0,0,0,0,0,9507,-24.464569
321476,335.549164,28.4175,0.25,0.2,17.5,0,1.51,2.3,7067,360,32,7.8,75,7067,-24.450836
323004,335.553345,32.40778,0.2,0.15,18.2,0,0,0,8800,0,0,0,78,8800,-24.446655
12001,335.557495,36.387222,2.2,0.3,14.7,4334,2.08,1.3,4269,507,28,6.2,52,4269,-24.442505
321751,335.570404,36.231388,0,0,0,6315,0,0,0,0,0,0,0,6315,-24.429596
322678,335.611664,35.611942,0.35,0.25,17.2,0,0.77,1.9,4983,174,10,6.9,75,4983,-24.388336
12004,335.614594,36.209446,2.4,1.9,13.7,3600,0,0,0,0,0,0,0,3600,-24.385406
12006,335.622925,37.108055,1.5,0.8,14.5,6198,0,0,0,0,0,0,0,6198,-24.377075
12005,335.625427,36.00861,1,1,16.5,5482,4.15,1.9,5479,61,2,62.7,75,5479,-24.374573
321752,335.635834,25.298056,0,0,0,11929,0,0,0,0,0,0,0,11929,-24.364166
320174,335.648743,28.469723,0.65,0.3,15.6,6890,1.61,2.3,6898,414,99,7.6,75,6898,-24.351257
321753,335.652496,41.058056,0,0,0,14174,0,0,0,0,0,0,0,14174,-24.347504
321477,335.656677,28.801111,0.5,0.28,18,0,1.54,2.2,4438,54,3,21.4,75,4438,-24.343323
12008,335.657928,37.674725,1,0.9,16,0,3.05,3.3,7473,242,23,5.8,52,7473,-24.342072
12009,335.667908,37.977501,1.5,0.8,13.8,1236,7.79,3.9,1238,185,6,12,52,1238,-24.332092
321417,335.669189,31.788332,0.7,0.15,17,0,1.72,2.3,6732,202,4,11.6,75,6732,-24.330811
12007,335.669586,36.194447,1.4,1.1,15.3,4620,0,0,0,0,0,0,0,4620,-24.330414
321754,335.67041,36.230835,0,0,0,4500,0,0,0,0,0,0,0,4500,-24.32959
321755,335.673767,29.695276,0,0,0,11303,0,0,0,0,0,0,0,11303,-24.326233
320175,335.691254,29.776667,0.65,0.45,15.2,4583,3.62,3,4582,163,3,21.1,75,4582,-24.308746
12014,335.716248,48.638889,1,0.8,17,0,5.25,0,5528,224,43,0,19,5528,-24.283752
320176,335.720001,35.764168,0.7,0.35,15.7,5513,0,0,0,0,0,0,0,5513,-24.279999
322774,335.747498,32.445557,0.5,0.4,17.5,0,0.62,2.2,6392,94,12,6.4,75,6392,-24.252502
320556,335.755402,30.924721,0.4,0.35,14.6,6702,0,0,0,0,0,0,52,6702,-24.244598
12011,335.760406,30.924166,0.4,0.2,14.7,6715,1.82,2.3,6708,220,10,12.1,75,6708,-24.239594
12012,335.760406,35.820553,1,0.6,15.3,4798,0.9,1.9,4784,287,34,6.4,75,4784,-24.239594
12013,335.763336,36.054443,1.1,0.2,15.3,5366,0,0,0,0,0,0,0,5366,-24.236664
321478,335.77832,29.719168,0.5,0.4,17.5,0,1.1,3.3,4482,74,6,8.6,75,4482,-24.22168
320178,335.78833,32.148613,0.4,0.4,15.6,6492,0,0,0,0,0,0,0,6492,-24.21167
12016,335.800415,40.055553,1.2,0.6,14,5380,0,0,0,0,0,0,0,5380,-24.199585
321328,335.80249,24.638889,0.9,0.1,16,0,2.49,2.2,12314,307,48,14.4,75,12314,-24.19751
321756,335.821228,43.661392,0,0,0,9921,0,0,0,0,0,0,0,9921,-24.178772
320181,335.834167,35.213612,0.55,0.45,15.7,5856,0,0,0,0,0,0,0,5856,-24.165833
321211,335.839996,26.424444,0.7,0.3,16,0,2.97,2.4,12399,360,38,14.8,75,12399,-24.160004
320549,335.862488,41.181389,0.8,0.4,16,4702,0,0,0,0,0,0,0,4702,-24.137512
322756,335.89624,34.147224,0.16,0.12,18,0,0.79,2.5,6579,68,15,8.4,75,6579,-24.10376
322962,335.898346,21.813889,0.22,0.18,18,0,0.48,2.2,7533,47,6,7,75,7533,-24.101654
12018,335.904175,30.856667,1.8,0.35,14.9,6735,14.63,2.5,6744,477,10,55.8,75,6744,-24.095825
322679,335.91333,34.626663,0.25,0.22,17.2,0,0.74,2.5,6534,62,11,8.5,75,6534,-24.08667
321447,335.92041,30.748611,0.12,0.06,19,0,0.82,1.5,6391,114,7,4.6,78,6391,-24.07959
320675,335.931671,49.50111,0,0,0,5319,0,0,0,0,0,0,0,5319,-24.068329
322060,335.935822,22.399721,0.3,0.2,16.2,0,0.76,1.1,7041,155,6,15.6,78,7041,-24.064178
322511,335.9375,30.525278,0.25,0.2,18,0,0,0,8900,0,0,0,75,8900,-24.0625
12020,335.947083,35.389725,1.3,1.1,15.6,6052,2,2.3,6015,334,6,10.7,75,6015,-24.052917
12019,335.947937,32.403057,1.1,0.6,15,6662,2.42,2.4,6590,393,44,11.4,75,6590,-24.052063
321757,335.948334,41.56139,0,0,0,9437,0,0,0,0,0,0,0,9437,-24.051666
12024,335.974976,41.490276,1,0.9,16,9442,0,0,0,0,0,0,0,9442,-24.025024
321456,335.978333,30.941387,0,0,0,0,3.87,2.5,6673,118,8,32.4,75,6673,-24.021667
321758,335.986267,35.698612,0,0,0,5981,0,0,0,0,0,0,0,5981,-24.013733
321503,335.987488,28.978889,0.3,0.25,17,0,1.04,2.2,6856,152,4,8.7,75,6856,-24.012512
322775,336.01123,32.214447,0.5,0.4,17.8,0,0.7,2.1,6617,132,13,6.4,75,6617,-23.98877
12022,336.011658,33.43639,1.6,0.5,15.1,6581,5.33,3,6532,407,14,19.3,75,6532,-23.988342
320798,336.0271,32.416389,0.75,0.2,16.5,0,2.02,2.3,6546,228,19,12.7,75,6546,-23.9729
12027,336.027496,41.251945,1,1,17,4133,4.41,3.4,4132,103,6,13.2,56,4132,-23.972504
323030,336.031677,31.595556,0.25,0.15,18,0,0,0,6800,0,0,0,78,6800,-23.968323
320191,336.038727,36.199444,0.8,0.5,14.8,5085,0,0,0,0,0,0,0,5085,-23.961273
12026,336.046265,36.125832,1.5,1.5,14.2,5826,0,0,0,0,0,0,0,5826,-23.953735
320190,336.05249,29.125834,0.5,0.25,15.7,6768,0,0,0,0,0,0,0,6768,-23.94751
320841,336.055847,30.758055,0.33,0.22,16,6266,2.28,3,6482,241,25,10.8,75,6482,-23.944153
320195,336.059998,36.087498,0.45,0.45,15,5971,0,0,0,0,0,0,0,5971,-23.940002
12025,336.071655,32.445835,1,0.2,15,6533,0.57,2.3,6508,45,6,8.1,75,6508,-23.928345
320194,336.087921,22.232779,0.8,0.25,15.6,7572,3.91,2.8,7569,372,3,16.3,75,7569,-23.912079
323114,336.091675,32.509724,0,0,0,0,0.67,2.6,6511,28,4,10.5,75,6511,-23.908325
321327,336.10498,24.240833,0.3,0.2,17,0,1.47,2.1,12072,229,19,10.2,75,12072,-23.89502
323115,336.11084,32.561665,0,0,0,0,0.52,2.4,6517,26,5,9.1,75,6517,-23.88916
322762,336.117889,32.658611,0.4,0.22,17.2,0,2.95,2.3,6496,165,5,22.2,75,6496,-23.882111
321418,336.195404,31.852501,0.2,0.1,17.2,0,1.64,2.1,6698,158,15,13.9,75,6698,-23.804596
12029,336.198761,22.97139,1.6,0.5,17,1243,6.06,2.2,1251,91,2,64.1,75,1251,-23.801239
321759,336.203339,48.594723,0,0,0,4569,0,0,0,0,0,0,0,4569,-23.796661
320199,336.224579,38.837498,0.8,0.5,15.7,8837,0,0,0,0,0,0,0,8837,-23.775421
322963,336.239136,21.729445,0.8,0.4,17,0,1.83,2.4,7080,235,7,11.1,75,7080,-23.760864
320814,336.293732,42.718613,0.6,0.5,16,5651,0,0,0,0,0,0,0,5651,-23.706268
12031,336.324982,39.489166,1.1,0.15,16,4936,2.07,0,4898,393,0,9.5,47,4898,-23.675018
12032,336.32959,42.716946,2.2,0.3,15.3,5497,0,0,0,0,0,0,0,5497,-23.67041
322513,336.33374,32.324722,0.25,0.12,18,0,0,0,8800,0,0,0,78,8800,-23.66626
321761,336.342102,25.379168,0,0,0,12415,0,0,0,0,0,0,0,12415,-23.657898
322680,336.353729,35.899445,0.4,0.3,17.2,0,0.82,1.7,5060,97,13,10.6,75,5060,-23.646271
321762,336.367889,39.256668,0,0,0,5045,0,0,0,0,0,0,0,5045,-23.632111
320205,336.38916,36.180279,1,0.25,15.6,5784,0,0,0,0,0,0,0,5784,-23.61084
322681,336.423737,36.033611,0.7,0.5,17.8,0,0.81,1.8,4675,85,4,10.9,75,4675,-23.576263
320929,336.432892,39.401669,0.95,0.12,16.6,0,6.9,0,9051,338,20,0,40,9051,-23.567108
321763,336.44873,38.570553,0,0,0,13505,0,0,0,0,0,0,0,13505,-23.55127
322515,336.464172,23.105556,0.4,0.15,18,0,0,0,11800,0,0,0,78,11800,-23.535828
12034,336.474152,40.314999,2.6,1,15.3,4542,15.46,5.4,4541,351,13,14.2,56,4541,-23.525848
320211,336.502075,35.953335,0.6,0.5,15.7,6137,0,0,0,0,0,0,0,6137,-23.497925
322064,336.50708,22.905556,0.35,0.25,18,0,0,0,1300,0,0,0,78,1300,-23.49292
321764,336.514587,50.914169,0,0,0,10321,0,0,0,0,0,0,0,10321,-23.485413
322682,336.515411,34.358334,0.7,0.3,17.2,0,2.59,2.5,6359,223,13,15.2,75,6359,-23.484589
322683,336.533752,35.617222,0.4,0.2,18.2,0,0.66,1.9,5968,111,8,7.5,75,5968,-23.466248
322632,336.592468,35.777779,0.3,0.22,18.5,0,1.14,1.8,6051,145,10,11.9,75,6051,-23.407532
321765,336.598328,35.764168,0.8,0.3,16.2,8566,0,0,0,0,0,0,0,8566,-23.401672
322964,336.598755,21.250834,0.5,0.4,17.5,0,1.13,2.4,9502,148,7,8.8,75,9502,-23.401245
321766,336.599579,39.413891,0,0,0,5443,0,0,0,0,0,0,0,5443,-23.400421
321329,336.604156,25.374166,0.45,0.4,16,0,0.86,2.1,11954,81,9,10.1,75,11954,-23.395844
321767,336.618744,40.165836,0,0,0,4673,0,0,0,0,0,0,0,4673,-23.381256
322684,336.624573,35.5275,0.4,0.25,17,0,2.74,2.2,6228,229,3,18.8,75,6228,-23.375427
321768,336.639984,40.647224,0,0,0,9194,0,0,0,0,0,0,0,9194,-23.360016
322685,336.650391,36.016109,0.8,0.25,16.8,0,0.47,1.9,4747,74,12,6.2,75,4747,-23.349609
12036,336.651642,25.108334,0.7,0.6,15,12181,0,0,0,0,0,0,0,12181,-23.348358
12037,336.653748,36.728611,1.5,1.3,15.5,6042,2.31,2.7,6044,128,10,7.5,52,6044,-23.346252
320217,336.667511,35.057777,0.7,0.5,15.5,6305,1.55,2.6,6318,215,25,9,75,6318,-23.332489
320677,336.669983,20.091946,0.6,0.25,16.2,9501,0,0,0,0,0,0,75,9501,-23.330017
322687,336.679138,34.973057,0.7,0.3,16.8,0,1.43,2.8,10485,221,42,7.7,75,10485,-23.320862
12039,336.702057,35.518333,1.7,1.2,14.1,5997,6.96,2.2,6041,452,3,32,75,6041,-23.297943
12041,336.708313,39.7925,1.2,0.5,16,9285,0,0,0,0,0,0,0,9285,-23.291687
321330,336.709564,25.015833,0.6,0.5,17,0,0.75,2.6,7308,95,11,6.7,75,7308,-23.290436
321770,336.751678,35.432777,0.9,0.25,16.5,6046,0.74,2.8,6039,113,59,5.5,75,6039,-23.248322
12040,336.7742,36.361111,1.7,1.2,14.6,6387,0,0,0,0,0,0,0,6387,-23.2258
321771,336.785004,39.210835,0,0,0,9022,0,0,0,0,0,0,0,9022,-23.214996
320218,336.799591,31.504999,0.9,0.2,15.4,6451,2.77,2.2,6453,349,4,15.1,75,6453,-23.200409
321419,336.857941,30.120277,0.25,0.2,17,0,1.94,3.2,6738,93,8,13.9,75,6738,-23.142059
321774,336.86792,39.531666,0,0,0,17359,0,0,0,0,0,0,0,17359,-23.13208
321331,336.881287,25.627777,0.4,0.35,19,0,1.16,2.1,12191,226,26,8.1,75,12191,-23.118713
322461,336.903748,22.895277,0,0,0,0,0,0,4700,0,0,0,78,4700,-23.096252
322688,336.91626,35.93528,0.5,0.45,17.5,0,1.01,1.8,6423,175,9,9.5,75,6423,-23.08374
321420,336.918762,31.435555,0.33,0.33,15.8,0,4.38,2.5,3679,80,3,44.2,75,3679,-23.081238
322689,336.925415,35.407223,0.8,0.7,17.2,0,1.87,2.6,5819,147,3,13.3,75,5819,-23.074585
12042,336.928772,37.43528,1.1,1.1,16.5,0,99.9,0,6346,187,26,3.9,36,6346,-23.071228
