AGCNr,Name,RAdeg_HI,Decdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,errW50,HIflux,errflux,SNR,RMS,Dist,logMsun,HIcode,useradeg,usedecdeg,wrapradeg
12401,        ,347.60791,34.40195,347.61209,34.39833,5502,90,5,1.95,0.06,19.9,2.29,79.2,9.46,1,347.61209,34.39833,-12.38791
335309,        ,347.61624,34.91417,347.625,34.91028,5538,92,18,0.53,0.04,6.6,1.86,79.7,8.9,1,347.625,34.91028,-12.375
333511,        ,347.63666,29.54778,347.63666,29.55528,3674,29,4,1.18,0.06,18,2.6,53.3,8.9,1,347.63666,29.55528,-12.36334
333318,        ,347.6604,24.14444,347.66208,24.14444,12290,216,15,1.29,0.09,8.7,2.26,170.5,9.95,1,347.66208,24.14444,-12.33792
335310,        ,347.76666,32.27722,347.76123,32.28056,1114,53,6,0.8,0.05,8.8,2.75,17.2,7.75,1,347.76123,32.28056,-12.23877
12404,I1473   ,347.77124,29.64556,347.77246,29.64305,836,134,11,2.81,0.08,22.8,2.36,13.3,8.07,1,347.77246,29.64305,-12.22754
335483,        ,347.84415,35.43611,347.83746,35.43389,5503,113,4,0.77,0.05,8.5,1.9,79.2,9.06,1,347.83746,35.43389,-12.16254
335590,        ,347.84457,33.90834,347.85251,33.89861,4659,137,7,1.14,0.07,9.2,2.36,67.2,9.08,1,347.85251,33.89861,-12.14749
12410,M+554044,347.95541,31.01889,347.95917,31.02083,7078,423,13,3.5,0.11,17.2,2.15,96.3,9.88,1,347.95917,31.02083,-12.04083
333365,        ,347.96082,30.19944,347.96375,30.19111,6932,194,8,1.2,0.07,9.4,2.06,94.2,9.4,1,347.96375,30.19111,-12.03625
332912,        ,347.99414,27.29,348.00418,27.29472,794,27,1,0.54,0.04,10.9,2.11,12.7,7.31,1,348.00418,27.29472,-11.99582
333266,        ,348.07416,24.1575,348.06375,24.15639,6167,152,25,1.04,0.08,8.6,2.19,88.5,9.28,1,348.06375,24.15639,-11.93625
12414,N7512   ,348.09961,31.1225,348.0871,31.12528,6731,389,8,1.14,0.1,6.2,2.07,91.3,9.35,2,348.0871,31.12528,-11.9129
333450,        ,348.10751,30.07667,348.10208,30.06667,14057,296,38,1.29,0.11,6.5,2.56,196,10.07,1,348.10208,30.06667,-11.89792
12415,N7514   ,348.09836,34.87583,348.10794,34.88139,4839,313,8,3.51,0.09,22.8,1.95,69.8,9.6,1,348.10794,34.88139,-11.89206
333366,        ,348.13458,29.87417,348.12836,29.87778,7108,186,14,0.91,0.07,6.8,2.2,96.7,9.3,1,348.12836,29.87778,-11.87164
330109,496-056 ,348.1575,33.69861,348.16043,33.69944,5244,252,4,4.21,0.09,27.5,2.15,75.5,9.75,1,348.16043,33.69944,-11.83957
333267,        ,348.20917,24.35583,348.21085,24.355,8117,188,5,1.24,0.07,9.9,2.04,110.9,9.56,1,348.21085,24.355,-11.78915
333512,        ,348.23126,28.26944,348.23209,28.27194,6952,186,10,1.14,0.07,8.8,2.12,94.4,9.38,1,348.23209,28.27194,-11.76791
334292,        ,348.23126,23.14167,348.23752,23.13778,12035,227,5,1.25,0.09,8,2.3,166.9,9.91,1,348.23752,23.13778,-11.76248
332913,        ,348.24124,27.34611,348.23752,27.34778,7200,124,12,0.74,0.06,6.9,2.13,97.9,9.22,1,348.23752,27.34778,-11.76248
334536,        ,348.29291,22.15111,348.30295,22.15139,9508,145,8,0.68,0.07,5.4,2.33,130.7,9.44,2,348.30295,22.15139,-11.69705
12427,496-057 ,348.34961,28.95556,348.34961,28.95556,3697,194,3,6.38,0.08,42.9,2.38,52.2,9.61,1,348.34961,28.95556,-11.65039
12430,496-058 ,348.43378,29.00778,348.43042,29.00889,3674,243,2,19.15,0.1,111.7,2.46,37.3,9.8,1,348.43042,29.00889,-11.56958
333513,        ,348.4425,29.17361,348.43958,29.18111,6695,334,31,1.46,0.11,7.5,2.4,90.8,9.45,1,348.43958,29.18111,-11.56042
330124,        ,348.45377,25.46695,348.45584,25.46889,8035,116,18,1.47,0.08,13.1,2.31,109.8,9.62,1,348.45584,25.46889,-11.54416
12429,475-046 ,348.45126,22.69167,348.45499,22.69583,4277,198,3,4.06,0.07,29.7,2.17,54.5,9.45,1,348.45499,22.69583,-11.54501
332297,FGC2472 ,348.4567,22.15833,348.46002,22.16055,11857,224,4,2.8,0.08,18.4,2.27,164.3,10.25,1,348.46002,22.16055,-11.53998
12432,        ,348.48584,24.88917,348.49167,24.895,8339,331,12,1.72,0.1,9.4,2.24,114.1,9.72,1,348.49167,24.895,-11.50833
333367,        ,348.48792,31.53722,348.48792,31.53833,6868,95,3,1.21,0.06,12.7,2.17,93.3,9.39,1,348.48792,31.53833,-11.51208
333514,        ,348.50043,28.59945,348.4996,28.59861,6779,97,10,0.91,0.06,8.7,2.35,93.6,9.27,1,348.4996,28.59861,-11.5004
330129,496-059 ,348.51498,31.64944,348.51669,31.64944,6867,162,6,1.76,0.07,14.1,2.19,93.3,9.56,1,348.51669,31.64944,-11.48331
333268,        ,348.52084,24.62222,348.51752,24.61361,16664,121,19,0.78,0.07,6.7,2.37,233,10,1,348.51752,24.61361,-11.48248
12435,        ,348.53375,32.03695,348.53461,32.04055,7113,281,7,1.28,0.09,7.3,2.33,96.8,9.45,1,348.53461,32.04055,-11.46539
331184,FGC2475 ,348.53461,34.31472,348.54501,34.30416,5214,192,5,1.23,0.08,8.3,2.39,75,9.21,1,348.54501,34.30416,-11.45499
333515,        ,348.5596,28.50222,348.56583,28.50639,6858,244,6,1.87,0.09,12,2.24,93.6,9.59,1,348.56583,28.50639,-11.43417
333368,        ,348.56458,31.45028,348.55624,31.45,13311,268,6,1.2,0.09,7.1,2.3,185.4,9.99,1,348.55624,31.45,-11.44376
333516,        ,348.56665,28.3325,348.56165,28.34861,6915,181,10,0.91,0.07,7,2.16,93.6,9.27,1,348.56165,28.34861,-11.43835
12441,        ,348.58334,31.12389,348.57791,31.12278,6970,270,5,2.75,0.09,17.6,2.13,94.8,9.76,1,348.57791,31.12278,-11.42209
333369,        ,348.58499,30.905,348.57416,30.90583,6049,123,14,0.72,0.06,7.2,1.99,86.9,9.11,1,348.57416,30.90583,-11.42584
333370,        ,348.60333,31.26389,348.59167,31.25139,7235,60,19,0.49,0.05,7,1.99,98.5,9.05,1,348.59167,31.25139,-11.40833
333517,        ,348.60834,29.54278,348.61624,29.535,4192,126,4,1.31,0.08,9.2,2.83,60.5,9.05,1,348.61624,29.535,-11.38376
333518,        ,348.61417,28.17444,348.60501,28.16417,6968,367,78,1.82,0.1,9.4,2.26,93.6,9.57,1,348.60501,28.16417,-11.39499
12450,N7543   ,348.63959,28.335,348.64417,28.32722,6911,426,94,1.41,0.11,6.3,2.32,93.6,9.46,1,348.64417,28.32722,-11.35583
330140,496-064 ,348.64667,31.16333,348.64874,31.16778,6943,200,9,0.98,0.07,7.3,2.12,94.4,9.31,1,348.64874,31.16778,-11.35126
334296,        ,348.66208,23.67944,348.65793,23.6825,8154,321,6,1.44,0.1,7.5,2.4,111.4,9.62,1,348.65793,23.6825,-11.34207
334298,        ,348.66876,22.5775,348.66418,22.57917,11983,100,6,1.03,0.08,7.3,3.18,166.1,9.83,1,348.66418,22.57917,-11.33582
330145,496-067 ,348.67834,31.31611,348.67584,31.3175,7013,295,4,2.66,0.1,14.4,2.41,95.4,9.76,1,348.67584,31.3175,-11.32416
335484,        ,348.74207,35.8725,348.74167,35.86305,7927,179,4,1.31,0.07,10.9,2,108.6,9.56,1,348.74167,35.86305,-11.25833
330151,496-069 ,348.7496,28.47278,348.75375,28.48583,6782,217,32,0.77,0.08,5.1,2.28,93.6,9.2,2,348.75375,28.48583,-11.24625
334300,        ,348.75336,22.19361,348.75833,22.19583,5657,131,5,1.28,0.07,10.3,2.44,81.2,9.3,1,348.75833,22.19583,-11.24167
12458,        ,348.7771,30.94305,348.78708,30.94611,6849,424,4,2.01,0.11,9.2,2.3,93,9.61,1,348.78708,30.94611,-11.21292
332143,        ,348.77585,28.27667,348.77167,28.28167,5850,241,11,2.22,0.09,14.4,2.21,84,9.57,1,348.77167,28.28167,-11.22833
330153,496-070 ,348.78625,28.95222,348.79333,28.95056,6646,489,7,1.99,0.12,7.8,2.33,93.6,9.61,1,348.79333,28.95056,-11.20667
333269,F535-V1 ,348.79419,25.76194,348.78833,25.76333,7899,144,16,1.18,0.07,9.6,2.29,107.8,9.51,1,348.78833,25.76333,-11.21167
333270,        ,348.80002,25.79806,348.79791,25.79111,9674,302,10,1.11,0.1,6.4,2.22,133.2,9.67,1,348.79791,25.79111,-11.20209
333371,        ,348.89667,29.86556,348.90585,29.88194,7501,141,9,0.92,0.07,7.3,2.36,102.3,9.36,1,348.90585,29.88194,-11.09415
12459,475-053 ,348.92291,24.89833,348.91373,24.89833,7998,285,12,2.11,0.1,11.9,2.36,109.2,9.77,1,348.91373,24.89833,-11.08627
12460,I5296   ,348.92831,25.09333,348.9325,25.09417,8088,301,7,4.25,0.1,23.7,2.31,110.5,10.09,1,348.9325,25.09417,-11.0675
333519,        ,348.94043,29.03056,348.94708,29.0325,7450,184,6,1.34,0.08,9.5,2.33,101.5,9.51,1,348.94708,29.0325,-11.05292
333520,        ,348.94293,29.20611,348.94376,29.20139,6551,88,10,0.71,0.06,8,2.11,93.6,9.17,1,348.94376,29.20139,-11.05624
333372,        ,348.97375,31.75556,348.97626,31.7575,6155,230,47,0.96,0.08,6.3,2.24,88.4,9.25,1,348.97626,31.7575,-11.02374
331847,        ,348.98459,35.48195,348.97791,35.48278,13356,467,6,2.65,0.11,11.9,2.14,186.2,10.34,1,348.97791,35.48278,-11.02209
330168,475-057 ,349.00336,27.45167,348.99835,27.45361,7339,134,4,2.8,0.07,24.5,2.2,99.9,9.82,1,348.99835,27.45361,-11.00165
330167,I5298   ,349.00793,25.55722,349.00293,25.55639,8198,298,23,2.97,0.11,15.5,2.48,112.1,9.94,1,349.00293,25.55639,-10.99707
334317,        ,349.01376,22.85111,349.01834,22.85306,9508,214,3,2.01,0.09,13.1,2.34,130.8,9.91,1,349.01834,22.85306,-10.98166
12470,496-071 ,349.08917,28.49444,349.09039,28.49,6743,275,12,1.38,0.09,9,2.07,91.4,9.43,1,349.09039,28.49,-10.90961
335485,        ,349.08749,33.96445,349.09583,33.95278,5002,90,15,0.69,0.07,6.7,2.42,72,8.93,1,349.09583,33.95278,-10.90417
334302,2MFGC   ,349.09039,22.68833,349.0921,22.69139,10836,311,4,1.74,0.1,9.6,2.31,149.7,9.96,1,349.0921,22.69139,-10.9079
333271,        ,349.09833,25.62917,349.09332,25.62944,9674,236,17,2.48,0.1,13.2,2.73,133.2,10.02,1,349.09332,25.62944,-10.90668
12469,N7568   ,349.09998,24.49833,349.10416,24.49667,8396,358,8,5.24,0.12,23.1,2.68,114.9,10.21,1,349.10416,24.49667,-10.89584
334304,        ,349.16083,23.49806,349.16251,23.50111,10404,127,7,0.98,0.06,8.4,2.31,143.6,9.68,1,349.16251,23.50111,-10.83749
333634,        ,349.17374,24.68833,349.18042,24.6925,17155,318,283,1.45,0.1,7.9,2.28,240,10.29,1,349.18042,24.6925,-10.81958
333373,        ,349.17667,30.32028,349.17874,30.31583,6029,120,29,0.65,0.06,6.1,2.19,86.6,9.06,1,349.17874,30.31583,-10.82126
330177,496-072 ,349.17749,29.59694,349.18167,29.5875,6984,247,9,0.93,0.1,5.2,2.54,93.6,9.28,2,349.18167,29.5875,-10.81833
333521,        ,349.22208,29.20028,349.22168,29.19833,6464,103,2,1.41,0.05,15.3,2.02,93.6,9.46,1,349.22168,29.19833,-10.77832
335328,        ,349.21667,33.485,349.23456,33.4825,5385,69,7,0.87,0.08,6.8,3.4,77.4,9.09,1,349.23456,33.4825,-10.76544
335591,        ,349.25043,32.64861,349.24918,32.65278,6664,208,33,1.12,0.1,6.1,2.86,90.4,9.33,1,349.24918,32.65278,-10.75082
334644,        ,349.24872,34.73,349.25458,34.73667,13359,407,3,3.68,0.1,19.8,2.04,186.2,10.48,1,349.25458,34.73667,-10.74542
12476,496-073 ,349.26334,30.315,349.26166,30.335,6249,447,170,1.17,0.13,4.6,2.52,89.7,9.35,2,349.26166,30.335,-10.73834
335488,        ,349.27457,34.52167,349.28,34.52028,14350,133,32,1.14,0.08,8.8,2.5,200.3,10.03,1,349.28,34.52028,-10.72
332332,        ,349.31418,27.98139,349.32376,27.97833,7060,168,3,1.67,0.06,14.2,2.02,95.9,9.56,1,349.32376,27.97833,-10.67624
330186,496-074 ,349.32376,28.60083,349.32416,28.59639,7083,172,18,1.88,0.07,14.3,2.25,96.3,9.61,1,349.32416,28.59639,-10.67584
333374,        ,349.34375,30.82861,349.3454,30.8425,6210,105,9,0.87,0.06,8.1,2.33,89.1,9.21,1,349.3454,30.8425,-10.6546
330190,475-059 ,349.37125,22.12833,349.37747,22.12695,11750,103,5,0.88,0.06,8.2,2.34,162.8,9.74,1,349.37747,22.12695,-10.62253
333633,        ,349.43872,27.87222,0,0,7124,75,10,0.47,0.04,6.4,1.91,96.8,9.02,1,349.43872,27.87222,-10.56128
333272,        ,349.44418,24.58056,349.4483,24.57944,8207,268,13,2.18,0.09,13.5,2.2,112.2,9.81,1,349.4483,24.57944,-10.5517
333375,        ,349.4483,30.61389,349.43542,30.6125,6213,35,5,0.37,0.03,7.6,1.78,89.2,8.84,1,349.43542,30.6125,-10.56458
332302,FGC2483 ,349.47751,22.75611,349.47833,22.75306,12104,547,3,3.13,0.12,11.8,2.17,167.8,10.32,1,349.47833,22.75306,-10.52167
333376,        ,349.53415,31.06722,349.53668,31.06861,6434,195,3,1.95,0.08,14,2.23,87.1,9.54,1,349.53668,31.06861,-10.46332
335489,        ,349.60626,35.73195,349.59998,35.73528,14544,307,22,1.17,0.08,7.6,1.96,203.1,10.06,1,349.59998,35.73528,-10.40002
334305,        ,349.62167,23.51528,349.61124,23.51861,9204,222,7,1.08,0.09,6.4,2.52,126.4,9.61,1,349.61124,23.51861,-10.38876
334308,        ,349.64499,23.80944,349.64746,23.80667,9141,162,4,1.2,0.07,9.6,2.19,125.5,9.65,1,349.64746,23.80667,-10.35254
333522,        ,349.64288,29.28778,349.63583,29.28333,7138,149,8,0.8,0.07,6.5,2.22,93.6,9.22,1,349.63583,29.28333,-10.36417
12490,475-060 ,349.6629,25.2325,349.65997,25.2325,8085,176,8,3.08,0.08,22.6,2.29,110.5,9.95,1,349.65997,25.2325,-10.34003
334310,        ,349.67209,22.59806,349.67126,22.60278,12130,435,4,2.24,0.12,9.5,2.41,168.2,10.17,1,349.67126,22.60278,-10.32874
12489,        ,349.67499,22.8725,349.67996,22.87417,10884,512,3,4.98,0.13,18.5,2.35,150.4,10.42,1,349.67996,22.87417,-10.32004
12499,        ,349.7825,26.15222,349.77917,26.1525,5563,183,6,1.82,0.08,13.2,2.28,79.9,9.44,1,349.77917,26.1525,-10.22083
335490,        ,349.79166,35.05861,349.80002,35.05361,14284,202,12,1.05,0.09,7.3,2.27,199.4,9.99,1,349.80002,35.05361,-10.19998
12502,476-003 ,349.79669,22.43667,349.80127,22.43528,11087,535,10,1.41,0.15,4.3,2.74,153.3,9.89,2,349.80127,22.43528,-10.19873
330226,476-004 ,349.8121,26.05417,349.81,26.05556,6258,202,9,1.06,0.07,8,2.1,89.7,9.3,1,349.81,26.05556,-10.19
330230,Eder Dw ,349.83084,24.93555,349.83209,24.93389,5811,100,5,1.48,0.05,16.9,1.96,83.4,9.38,1,349.83209,24.93389,-10.16791
333377,        ,349.83209,29.96833,349.83374,29.97306,6020,124,17,0.77,0.07,6.8,2.29,86.4,9.13,1,349.83374,29.97306,-10.16626
333523,        ,349.85626,29.35583,349.86002,29.34583,6013,70,9,0.92,0.08,7.4,3.26,86.3,9.21,1,349.86002,29.34583,-10.13998
332915,        ,349.85794,26.11,349.86584,26.10833,3564,187,44,1.29,0.08,9,2.36,51.5,8.91,1,349.86584,26.10833,-10.13416
333524,        ,349.88251,29.62806,349.89044,29.62778,6086,150,5,1.12,0.07,9.4,2.16,87.3,9.3,1,349.89044,29.62778,-10.10956
332029,i95     ,349.90002,35.39611,349.90585,35.40028,15078,382,5,1.47,0.09,8.7,1.93,210.8,10.19,1,349.90585,35.40028,-10.09415
334312,        ,349.93253,22.49944,349.93793,22.50222,12145,274,4,1.66,0.09,10.5,2.13,168.4,10.05,1,349.93793,22.50222,-10.06207
333378,        ,349.94958,30.41611,349.95169,30.41167,7506,290,4,1.95,0.08,13.2,1.94,102.4,9.68,1,349.95169,30.41167,-10.04831
332305,FGC2487 ,349.95834,28.78528,349.95627,28.79528,6057,139,18,0.95,0.07,8.2,2.18,86.9,9.23,1,349.95627,28.79528,-10.04373
12514,476-006 ,349.98834,26.01111,349.98044,26.01139,5867,246,12,2.49,0.08,17.8,2,84.2,9.62,1,349.98044,26.01139,-10.01956
334318,        ,350.00626,23.04444,350.00458,23.0425,6162,90,2,1.18,0.06,11.6,2.39,88.3,9.34,1,350.00458,23.0425,-9.99542
330242,497-003 ,350.01251,32.9175,350.00458,32.9225,9348,563,69,2.32,0.15,7,2.61,128.8,9.96,1,350.00458,32.9225,-9.99542
330244,476-009 ,350.02127,26.21944,350.01291,26.21611,7997,201,23,0.92,0.08,6.6,2.2,109.3,9.41,1,350.01291,26.21611,-9.98709
12520,N7620   ,350.02502,24.21833,350.02374,24.22083,9580,227,12,8.61,0.09,56.7,2.25,131.8,10.55,1,350.02374,24.22083,-9.97626
330247,476-011 ,350.02667,26.02778,350.04126,26.02306,6020,204,64,1.71,0.07,12.7,2.1,86.3,9.48,1,350.04126,26.02306,-9.95874
330249,476-010 ,350.05295,25.59806,350.05295,25.59639,6057,263,9,1.91,0.09,11.4,2.32,80.2,9.46,1,350.05295,25.59639,-9.94705
334315,mph     ,350.04877,22.40361,350.04916,22.40194,5102,44,3,1.12,0.04,17.4,2.11,73.2,9.15,1,350.04916,22.40194,-9.95084
333525,        ,350.07669,29.15583,350.07416,29.14944,5956,204,33,1.19,0.08,7.8,2.39,85.4,9.31,1,350.07416,29.14944,-9.92584
12528,516-003 ,350.08627,35.49306,350.08252,35.49111,8033,395,7,4.36,0.09,27.6,1.78,110.1,10.1,1,350.08252,35.49111,-9.91748
12527,N7624   ,350.0946,27.31611,350.09418,27.31528,4272,266,19,3.01,0.1,17.2,2.39,48.5,9.22,1,350.09418,27.31528,-9.90582
331859,        ,350.09042,33.2325,350.10376,33.22889,5482,330,40,1.08,0.1,6,2.23,78.7,9.2,2,350.10376,33.22889,-9.89624
332918,        ,350.09543,27.85945,350.09879,27.86361,3652,67,17,0.66,0.05,9.3,1.94,52.7,8.64,1,350.09879,27.86361,-9.90121
334320,        ,350.12292,23.58333,350.11917,23.58056,10202,135,7,0.83,0.07,6.9,2.3,140.7,9.59,1,350.11917,23.58056,-9.88083
12530,497-004 ,350.13,29.30778,350.1304,29.30722,5947,96,5,10.09,0.08,96.9,2.37,85.3,10.24,1,350.1304,29.30722,-9.8696
333273,        ,350.14627,25.35528,350.15167,25.35611,6904,41,17,0.47,0.05,8,2.03,93.6,8.99,1,350.15167,25.35611,-9.84833
333274,        ,350.15585,24.10889,350.15503,24.10833,5996,111,20,1.08,0.06,11,2.07,85.9,9.27,1,350.15503,24.10833,-9.84497
335592,        ,350.15707,32.25945,350.16376,32.26361,9235,188,10,1.04,0.09,6.5,2.62,127.2,9.6,1,350.16376,32.26361,-9.83624
334321,        ,350.17084,22.33139,350.16876,22.33278,11926,291,7,1.64,0.1,8.9,2.41,165.3,10.02,1,350.16876,22.33278,-9.83124
12533,476-013 ,350.22168,23.80444,350.2196,23.80722,5990,511,3,2.93,0.12,11.5,2.22,110.7,9.93,1,350.2196,23.80722,-9.7804
333275,        ,350.22583,24.19944,350.22375,24.19667,9506,174,13,2.01,0.08,15.9,2.14,130.8,9.91,1,350.22375,24.19667,-9.77625
333379,        ,350.22626,30.28361,350.22501,30.28778,6516,186,3,1.88,0.07,15.1,2.03,88.2,9.54,1,350.22501,30.28778,-9.77499
334323,        ,350.2446,23.09722,350.2446,23.09945,8975,193,3,1.66,0.08,11.5,2.33,123.2,9.77,1,350.2446,23.09945,-9.7554
331860,2MFGC   ,350.27002,25.62944,350.27917,25.64111,8096,375,7,1.11,0.1,6,2.13,110.7,9.51,2,350.27917,25.64111,-9.72083
330263,476-015 ,350.26956,26.42139,350.26584,26.41972,5826,132,7,2.04,0.07,18.3,2.17,83.5,9.53,1,350.26584,26.41972,-9.73416
12537,497-005 ,350.2796,29.55055,350.28293,29.54917,6115,438,3,4.38,0.14,16.3,2.74,87.7,9.9,1,350.28293,29.54917,-9.71707
333276,        ,350.28543,23.95361,350.28583,23.94972,4164,106,3,0.99,0.05,10.1,2.13,59.9,8.92,1,350.28583,23.94972,-9.71417
12538,497-006 ,350.2879,33.40334,350.29126,33.39917,4897,284,12,3.54,0.14,14.7,3.19,63.4,9.53,1,350.29126,33.39917,-9.70874
332920,        ,350.30295,26.09139,350.30167,26.09278,4299,115,2,2.52,0.07,21.9,2.4,61.9,9.36,1,350.30167,26.09278,-9.69833
334328,        ,350.31125,23.95,350.31125,23.94722,4145,36,3,0.64,0.03,10.8,2.17,59.7,8.73,1,350.31125,23.94722,-9.68875
12541,I5315   ,350.32083,25.38139,350.32587,25.38528,4450,82,29,0.9,0.07,10.2,2.18,64,8.94,1,350.32587,25.38528,-9.67413
333277,        ,350.33545,25.17278,350.33456,25.17167,5822,56,18,0.83,0.05,12.2,2.01,83.5,9.13,1,350.33456,25.17167,-9.66544
333526,        ,350.35376,29.66639,350.35333,29.66389,6198,112,5,1.69,0.06,17,2.09,88.9,9.5,1,350.35333,29.66389,-9.64667
330270,476-017 ,350.35043,22.21722,350.35251,22.2175,11908,460,6,1.93,0.13,7.2,2.61,165,10.09,1,350.35251,22.2175,-9.64749
331622,FGC2491 ,350.37167,26.47278,350.36667,26.47806,5899,203,2,2.58,0.08,18.2,2.22,84.6,9.64,1,350.36667,26.47806,-9.63333
332236,KKR76   ,350.39374,26.09861,350.4046,26.10611,4315,28,1,0.39,0.04,7.3,2.19,62.1,8.55,1,350.4046,26.10611,-9.5954
12543,476-018 ,350.40707,27.09111,350.38959,27.11806,5969,298,9,5.4,0.1,29.8,2.34,50.4,9.51,1,350.38959,27.11806,-9.61041
12546,476-021 ,350.41,27.08972,350.42166,27.08722,6055,340,6,4.25,0.1,22.3,2.31,86.8,9.88,1,350.42166,27.08722,-9.57834
330279,497-007 ,350.40961,33.48167,350.41043,33.48472,4925,57,21,0.83,0.1,6.8,3.6,70.7,8.99,2,350.41043,33.48472,-9.58957
12545,476-020 ,350.42334,27.06806,350.42459,27.07056,5754,236,4,4.59,0.09,27.2,2.45,82.5,9.87,1,350.42459,27.07056,-9.57541
330281,Eder Dw ,350.42502,27.66694,350.42502,27.66278,5925,62,12,1.19,0.05,14.2,2.35,85,9.31,1,350.42502,27.66278,-9.57498
333380,        ,350.43542,30.84361,350.42584,30.83639,7828,120,7,0.74,0.06,6.6,2.3,107,9.3,1,350.42584,30.83639,-9.57416
333527,        ,350.43665,29.00639,350.43378,29.00917,5938,155,7,1.5,0.07,11.7,2.29,85.2,9.41,1,350.43378,29.00917,-9.56622
333278,        ,350.44623,24.29444,350.44583,24.29528,6074,192,18,1.71,0.09,13,2.12,87,9.48,1,350.44583,24.29528,-9.55417
333279,        ,350.46127,25.16167,350.4621,25.15805,16715,156,12,1.25,0.07,10.8,2.06,233.8,10.21,1,350.4621,25.15805,-9.5379
333280,        ,350.50336,23.96472,350.50165,23.96611,10091,177,3,1.22,0.07,10,2.03,139.1,9.75,1,350.50165,23.96611,-9.49835
330287,476-022 ,350.52292,27.51778,350.52499,27.52194,2922,158,8,2.14,0.13,10.7,3.54,42.3,8.96,1,350.52499,27.52194,-9.47501
334338,        ,350.53168,22.825,350.53543,22.82333,12193,86,2,1.73,0.07,15.2,2.73,169.1,10.07,1,350.53543,22.82333,-9.46457
333528,        ,350.5975,28.735,350.60043,28.73445,3690,135,3,4.94,0.07,43.2,2.19,53.2,9.52,1,350.60043,28.73445,-9.39957
334340,        ,350.60168,23.15833,350.60208,23.15889,12393,110,5,0.84,0.06,7.5,2.37,172,9.77,1,350.60208,23.15889,-9.39792
334482,        ,350.61124,23.90361,350.61166,23.90444,12215,251,5,1.3,0.09,7.6,2.4,169.5,9.94,1,350.61166,23.90444,-9.38834
12557,497-008 ,350.6246,29.17139,350.61917,29.18111,5922,532,12,5.67,0.13,20.8,2.29,109.1,10.2,1,350.61917,29.18111,-9.38083
333281,        ,350.63458,24.60945,350.63458,24.59306,9708,37,5,0.71,0.05,10.6,2.38,133.7,9.48,1,350.63458,24.59306,-9.36542
334483,        ,350.64124,23.60833,350.64169,23.61056,12134,248,7,1.56,0.09,10,2.23,168.3,10.02,1,350.64169,23.61056,-9.35831
332922,        ,350.64124,25.87389,350.64417,25.88278,8400,295,25,1.86,0.1,11.1,2.17,115,9.76,1,350.64417,25.88278,-9.35583
330300,476-023 ,350.65292,23.37361,350.65332,23.37444,5047,114,4,1.69,0.07,12.6,2.79,72.4,9.32,1,350.65332,23.37444,-9.34668
333529,        ,350.66583,28.955,350.66251,28.96861,5944,62,9,0.57,0.05,7.7,2.06,85.2,8.99,1,350.66251,28.96861,-9.33749
333530,        ,350.67459,28.99333,350.66833,29.00361,5910,98,14,0.82,0.05,8.9,2.07,84.7,9.14,1,350.66833,29.00361,-9.33167
12566,497-009 ,350.67999,29.14028,350.69083,29.13778,5791,309,21,3.34,0.1,18.5,2.3,86.3,9.77,1,350.69083,29.13778,-9.30917
12565,476-025 ,350.68335,23.21667,350.68707,23.21111,8518,275,3,1.87,0.09,10.7,2.36,116.6,9.78,1,350.68707,23.21111,-9.31293
12564,476-024 ,350.70123,22.93333,350.69794,22.93694,12349,482,8,2.73,0.14,9.5,2.66,171.3,10.28,1,350.69794,22.93694,-9.30206
333381,        ,350.71457,31.2,350.71667,31.1975,9275,258,2,2.79,0.1,16.2,2.39,127.7,10.03,1,350.71667,31.1975,-9.28333
330310,476-026 ,350.71457,26.27444,350.71335,26.27695,12648,230,20,1.02,0.09,6.6,2.3,175.7,9.87,2,350.71335,26.27695,-9.28665
335224,        ,350.73001,32.76944,350.72751,32.76778,6653,84,10,0.7,0.05,8.9,1.9,90.3,9.13,1,350.72751,32.76778,-9.27249
332030,M+555007,350.74835,29.23417,350.74292,29.23445,6352,221,7,7.46,0.1,45,2.49,85.9,10.11,1,350.74292,29.23445,-9.25708
333531,        ,350.77457,29.00139,350.78333,29.00333,5916,131,9,1.77,0.07,15.7,2.2,84.8,9.48,1,350.78333,29.00333,-9.21667
12570,497-010 ,350.79126,32.525,350.79291,32.52722,5266,226,2,2.48,0.08,17.8,2.08,75.6,9.52,1,350.79291,32.52722,-9.20709
330331,497-011 ,350.84668,29.43222,350.84082,29.42944,6804,124,5,2.05,0.09,13.3,3.07,92.3,9.61,1,350.84082,29.42944,-9.15918
330354,476-028 ,350.905,25.20056,350.905,25.19361,9653,231,25,1.25,0.11,6.9,2.66,132.9,9.72,2,350.905,25.19361,-9.095
333382,        ,350.91916,31.96889,350.92291,31.96445,13383,132,27,0.91,0.08,6.6,2.66,186.4,9.87,1,350.92291,31.96445,-9.07709
334484,        ,350.92917,23.84722,350.9296,23.84556,5003,220,6,0.99,0.07,7.1,2.09,71.8,9.08,1,350.9296,23.84556,-9.0704
332071,i95     ,350.93289,24.6775,350.91873,24.66972,12434,303,4,1.7,0.09,10.1,2.16,172.6,10.08,1,350.91873,24.66972,-9.08127
333282,        ,350.94418,24.01528,350.9375,24.01722,5096,126,11,1.32,0.07,11.3,2.33,73.1,9.22,1,350.9375,24.01722,-9.0625
